rank,score,team,org,finish_time
653,0.818286,Caseoholics,"Indian Institute of Management (IIM), Mumbai",2026-07-03 23:01:58+05:30
654,0.818171,jyothishtekkali.24,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 02:39:08+05:30
655,0.817514,Two titans,"Indian Institute of Technology (IIT), Bombay",2026-07-02 19:47:34+05:30
655,0.817514,apurvad825,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 17:23:40+05:30
656,0.816986,Amex AYA,"Faculty of Management Studies (FMS), University of Delhi, New Delhi",2026-07-04 19:07:35+05:30
657,0.816486,renuadwani1975,"Indian Institute of Management (IIM), Calcutta",2026-07-03 21:20:58+05:30
658,0.816429,Top Decile,"Faculty of Management Studies (FMS), University of Delhi, New Delhi",2026-06-30 04:50:45+05:30
659,0.816214,sanjay.perneoffl,"Delhi School of Economics (DSE), New Delhi",2026-06-30 04:38:06+05:30
660,0.816029,sehrakartik73,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 02:50:54+05:30
661,0.815971,shivrajpgulve,"Indian Institute of Technology (IIT), Kharagpur",2026-07-02 01:49:16+05:30
662,0.815857,dhruv.260101416,"Indian Institute of Management (IIM), Mumbai",2026-07-01 23:46:08+05:30
663,0.815057,sahil_s,"Indian Institute of Technology (IIT), Roorkee",2026-07-03 01:25:52+05:30
664,0.814971,madureparth,"Indian Institute of Technology (IIT), Kharagpur",2026-07-01 20:21:23+05:30
665,0.814829,Team Gargi,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-02 17:06:23+05:30
666,0.814786,sangharsh1215,"Indian Institute of Technology (IIT), Bombay",2026-07-02 21:38:05+05:30
667,0.8146,fakecoderr,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 16:56:58+05:30
668,0.8142,VS 200,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 10:05:04+05:30
669,0.814043,Blue Horizon,"Indian Institute of Management (IIM), Mumbai",2026-06-30 14:58:55+05:30
670,0.814,Amexcellence,"Management Development Institute (MDI), Gurgaon",2026-07-03 18:24:26+05:30
671,0.813814,ms1230495,"Indian Institute of Technology (IIT), Delhi",2026-07-04 00:14:36+05:30
672,0.813271,suraj4556kumar,"Indian Institute of Technology (IIT), Kharagpur",2026-06-29 21:20:54+05:30
673,0.8132,Consumer Code,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-07-03 13:46:20+05:30
674,0.813057,ch7230613,"Indian Institute of Technology (IIT), Delhi",2026-07-01 12:15:07+05:30
675,0.813014,SELFHELP,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 20:46:20+05:30
676,0.812229,GG,"Indian Institute of Management (IIM), Indore",2026-07-01 13:37:25+05:30
676,0.812229,rohan.khedkar25,"Indian Institute of Management (IIM), Bangalore",2026-07-03 12:19:20+05:30
677,0.811229,alpha3,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-02 11:53:52+05:30
678,0.811214,ghoshsouradeep9985,"Xavier School of Management (XLRI), Jamshedpur",2026-07-03 03:20:10+05:30
679,0.811043,aarushverma2005iitian,"Indian Institute of Technology (IIT), Delhi",2026-07-04 14:03:55+05:30
680,0.810371,mm,"Indian Institute of Technology (IIT), Hyderabad",2026-07-04 03:52:37+05:30
681,0.810271,FinSta,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 01:44:26+05:30
682,0.809743,The Sentinels,"Management Development Institute (MDI), Gurgaon",2026-07-04 03:33:19+05:30
683,0.809486,rohit.kumaryadav26,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-07-03 14:12:19+05:30
684,0.809329,KanyaRasi,"Indian Institute of Management (IIM), Kozhikode",2026-07-02 02:50:55+05:30
685,0.808729,Mafias,"Xavier School of Management (XLRI), Jamshedpur",2026-07-04 01:27:11+05:30
686,0.808071,Justise League,"Indian Institute of Management (IIM), Mumbai",2026-07-03 23:21:31+05:30
687,0.807943,sattawanaaditya011,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 02:19:19+05:30
688,0.807329,adithyasshetty336,"Indian Institute of Management (IIM), Kozhikode",2026-07-04 14:29:15+05:30
689,0.806914,pgp41247,"Indian Institute of Management (IIM), Lucknow",2026-07-03 20:55:06+05:30
690,0.8065,Ace,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 20:56:28+05:30
691,0.806,BhatChu,"Indian Institute of Management (IIM), Ahmedabad",2026-07-04 16:28:56+05:30
692,0.8056,mnikhilsai2000,"Faculty of Management Studies (FMS), University of Delhi, New Delhi",2026-06-30 04:14:58+05:30
693,0.805471,xyzzy,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 18:42:51+05:30
694,0.804986,Pareto optimalists,"Delhi School of Economics (DSE), New Delhi",2026-07-03 19:47:08+05:30
695,0.804529,jahnvikumar3,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-04 14:03:37+05:30
696,0.804486,pgp25.gokul,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-01 18:54:10+05:30
697,0.803871,kabirsirsa14,"Indian Institute of Technology (IIT), Delhi",2026-07-04 01:26:18+05:30
697,0.803871,Unsupervised_Engineer,"Indian Institute of Technology (IIT), Delhi",2026-07-04 02:58:10+05:30
698,0.803757,JAATAN DE PUT,"Indian Institute of Technology (IIT), Madras",2026-07-01 02:29:57+05:30
699,0.803443,3Sigma,"Indian Institute of Management (IIM), Bangalore",2026-07-04 20:44:01+05:30
700,0.803386,Parallax,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 20:44:57+05:30
701,0.803171,Falcon Fire,"Indian Institute of Management (IIM), Mumbai",2026-07-02 00:47:37+05:30
702,0.803043,team_dash,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 15:58:47+05:30
703,0.802314,Hellites'28,"Indian Institute of Management (IIM), Lucknow",2026-07-04 18:02:27+05:30
704,0.8022,aashi0064,"Indian Institute of Management (IIM), Lucknow",2026-07-04 11:38:06+05:30
705,0.801871,pgp42142,"Indian Institute of Management (IIM), Lucknow",2026-07-04 16:38:28+05:30
706,0.801857,Strategy Express,"Management Development Institute (MDI), Gurgaon",2026-07-04 20:01:04+05:30
708,0.8015,teamdry,"Indian Institute of Management (IIM), Mumbai",2026-07-02 03:44:51+05:30
709,0.801129,Blitz,"Management Development Institute (MDI), Gurgaon",2026-07-04 00:40:05+05:30
710,0.800543,Profit Architects,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-03 03:08:30+05:30
711,0.799329,Strategic Capital,"Indian Institute of Management (IIM), Kozhikode",2026-07-02 00:40:44+05:30
711,0.799329,N9ne,"Faculty of Management Studies (FMS), University of Delhi, New Delhi",2026-07-03 14:32:50+05:30
712,0.799243,Case Crusader,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-07-04 16:47:42+05:30
713,0.799143,anushka.250101344,"Indian Institute of Management (IIM), Mumbai",2026-07-04 16:52:07+05:30
714,0.7989,qwertyhigh3000,"Indian Institute of Management (IIM), Indore",2026-07-04 00:22:24+05:30
715,0.798786,Unstoppables',"Indian Institute of Management (IIM), Kozhikode",2026-07-04 00:26:50+05:30
716,0.798757,ll,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 19:20:34+05:30
717,0.798471,2023mcb1311,"Indian Institute of Technology (IIT), Ropar",2026-07-04 19:06:23+05:30
718,0.798229,LoneBolt,"Indian Institute of Management (IIM), Indore",2026-07-02 15:22:03+05:30
719,0.797757,Crucible,"Indian Institute of Technology (IIT), Guwahati",2026-06-28 12:23:06+05:30
720,0.796743,nk26012005,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 11:34:32+05:30
721,0.796729,v.jani,"Indian Institute of Technology (IIT), Guwahati",2026-07-02 18:04:29+05:30
722,0.796271,Fun Gang,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 16:28:47+05:30
723,0.7962,akshatm24,"Indian Institute of Technology (IIT), Kanpur",2026-07-04 14:03:46+05:30
724,0.795271,SRH,"Indian Institute of Management (IIM), Mumbai",2026-06-30 23:55:12+05:30
725,0.794743,TheFACGreats,"Indian Institute of Technology (IIT), Kanpur",2026-07-02 02:43:33+05:30
726,0.794671,naina the winner,"Indian Institute of Technology (IIT), Delhi",2026-07-03 20:34:31+05:30
727,0.794229,Jokar,"Indian Institute of Management (IIM), Calcutta",2026-06-29 17:27:30+05:30
728,0.794086,Hellites,"Indian Institute of Management (IIM), Lucknow",2026-07-04 14:43:57+05:30
729,0.793729,madhusudan00018,Indira Gandhi Institute of Development Research,2026-06-30 00:19:20+05:30
730,0.793529,mba25anjalia,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 09:18:57+05:30
731,0.792986,Ameer,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-04 14:54:05+05:30
732,0.792514,rishig24,"Indian Institute of Technology (IIT), Kanpur",2026-06-29 14:54:59+05:30
733,0.792457,23b0073,"Indian Institute of Technology (IIT), Bombay",2026-07-04 10:23:41+05:30
734,0.792086,Excelsior,"Indian Institute of Management (IIM), Mumbai",2026-07-01 17:28:07+05:30
734,0.792086,Cal Associates,"Indian Institute of Management (IIM), Calcutta",2026-07-04 19:56:23+05:30
735,0.791829,apex,Indira Gandhi Institute of Development Research,2026-06-30 02:56:53+05:30
736,0.791557,generational run,"Indian Institute of Technology (IIT), Mandi",2026-07-03 23:40:20+05:30
737,0.790686,shubham.260101306,"Indian Institute of Management (IIM), Mumbai",2026-07-03 23:23:58+05:30
738,0.790429,pgp41405,"Indian Institute of Management (IIM), Lucknow",2026-07-04 13:46:25+05:30
739,0.790386,Strategic IIMMpact,"Indian Institute of Management (IIM), Mumbai",2026-07-04 12:09:08+05:30
740,0.7902,Koshish_karne_waalo_ki_haar_hoti_hai,"Indian Institute of Technology (IIT), Delhi",2026-07-03 17:38:34+05:30
741,0.789686,Innovation Squad,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-03 16:56:41+05:30
742,0.789657,alphass,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-04 01:17:44+05:30
742,0.789657,Amex_Predators,"Shailesh J. Mehta School of Management (SJMSOM), IIT Bombay",2026-07-04 19:55:28+05:30
743,0.789514,Game Theorists,"Xavier School of Management (XLRI), Jamshedpur",2026-07-03 16:43:13+05:30
744,0.789371,OverBrewed,"Xavier School of Management (XLRI), Jamshedpur",2026-06-30 21:07:38+05:30
745,0.788829,nagesh_d,"Indian Institute of Technology (IIT), Roorkee",2026-07-04 11:10:31+05:30
746,0.788129,dsfaujdar,"Indian Institute of Technology (IIT), Kharagpur",2026-06-30 20:59:51+05:30
746,0.788129,wicked,Indira Gandhi Institute of Development Research,2026-06-30 22:18:22+05:30
747,0.787929,ninto,"Indian Institute of Technology (IIT), Mandi",2026-07-03 00:00:47+05:30
748,0.7879,shivam.thakkar.iitkgp,"Vinod Gupta School of Management (VGSoM), Indian Institute of Technology (IIT), Kharagpur",2026-07-04 18:33:08+05:30
749,0.787671,kirankhandu04,"Indian Institute of Technology (IIT), Kanpur",2026-07-03 21:42:43+05:30
750,0.786629,sumanmsc78,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 01:06:22+05:30
751,0.786414,Lions,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 12:50:49+05:30
752,0.786357,The Strategists,"Indian Institute of Management (IIM), Mumbai",2026-07-02 10:17:26+05:30
753,0.786329,tushar.tandon322,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-03 13:34:50+05:30
754,0.786257,Shot007,"Vinod Gupta School of Management (VGSoM), Indian Institute of Technology (IIT), Kharagpur",2026-06-29 22:41:44+05:30
755,0.786186,Queserasera,"Birla Institute of Technology & Science, Pilani Campus",2026-06-30 00:59:48+05:30
756,0.785786,MSE Bongs,"Madras School of Economics (MSE), Chennai",2026-07-04 13:32:27+05:30
757,0.7857,not_yet,"Indian Institute of Technology (IIT), Indore",2026-06-30 17:13:34+05:30
758,0.785529,bl25002,"Xavier School of Management (XLRI), Jamshedpur",2026-07-02 14:38:17+05:30
759,0.784743,The Nexz Managers,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-01 11:14:54+05:30
760,0.784286,Team Gamma,"Indian Institute of Management (IIM), Mumbai",2026-07-02 01:02:22+05:30
761,0.784114,ACE,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-02 22:09:08+05:30
762,0.7839,EXPRESS TO AMEX,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-03 00:30:17+05:30
763,0.783643,Solo Queue,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-06-30 22:12:08+05:30
764,0.783514,fahad23,"Indian Institute of Technology (IIT), Kanpur",2026-07-02 12:02:29+05:30
765,0.782943,helloiitian2028,"Indian Institute of Technology (IIT), Delhi",2026-07-04 20:03:05+05:30
766,0.782914,Hustlers,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 23:17:26+05:30
767,0.782871,TopIT,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-03 00:58:20+05:30
768,0.782843,craft.media.08,"Birla Institute of Technology & Science, Pilani Campus",2026-07-04 18:43:43+05:30
769,0.782657,khemlata.bagaria24,"Indian Institute of Management (IIM), Indore",2026-07-01 20:05:57+05:30
770,0.782414,Pioneers,"Indian Institute of Technology (IIT), Delhi",2026-07-01 03:40:25+05:30
771,0.782386,souryayan.banerjee25,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 10:21:58+05:30
772,0.7817,Invincibles,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-03 17:52:16+05:30
773,0.781457,krityaniranjan78089,Indian School of Business (ISB),2026-07-04 14:57:00+05:30
774,0.781443,mba25prince,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 11:48:17+05:30
775,0.781414,vasamvinay0309,"Indian Institute of Technology (IIT), Kanpur",2026-07-01 16:43:00+05:30
776,0.781329,akshat_g1,"Indian Institute of Technology (IIT), Roorkee",2026-07-01 16:52:45+05:30
777,0.7811,pgp41030,"Indian Institute of Management (IIM), Lucknow",2026-07-04 17:20:35+05:30
778,0.781086,annepua24,"Indian Institute of Technology (IIT), Kanpur",2026-07-02 03:06:29+05:30
780,0.780571,divyanshksoni,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-03 18:33:44+05:30
781,0.780529,Chatkgp,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 18:59:32+05:30
782,0.780514,Apex Strategist,"Indian Institute of Management (IIM), Mumbai",2026-07-02 02:07:45+05:30
783,0.780243,ansh.vardhan.cer23,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-03 11:24:59+05:30
784,0.7802,The Strategist,"Indian Institute of Technology (IIT), Mandi",2026-07-02 00:57:00+05:30
784,0.7802,Data Maverick,"Indian Institute of Technology (IIT), Mandi",2026-07-04 12:51:20+05:30
785,0.780157,makinwaves,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 19:37:18+05:30
786,0.779786,AlgoZenithX,"Indian Institute of Technology (IIT), Ropar",2026-07-03 03:25:35+05:30
787,0.7797,helloteam,"Indian Institute of Technology (IIT), Guwahati",2026-07-04 16:33:08+05:30
788,0.779371,bankai575757,"Indian Institute of Technology (IIT), Delhi",2026-07-02 16:00:00+05:30
789,0.779229,Argentina,"Indian Institute of Management (IIM), Indore",2026-07-04 11:45:08+05:30
790,0.779086,abhimanyu.ganguly.che23,"Indian Institute of Technology, Banaras Hindu University (IIT - BHU)",2026-07-02 01:18:36+05:30
791,0.778871,ms931808,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-06-30 15:35:41+05:30
791,0.778871,Clean Swipe,"Indian Institute of Management (IIM), Lucknow",2026-07-04 15:00:46+05:30
792,0.778857,Nimbus,"Indian Institute of Management (IIM), Mumbai",2026-07-01 18:47:33+05:30
793,0.778486,Quantizers,"Birla Institute of Technology & Science, Pilani Campus",2026-06-29 20:00:12+05:30
794,0.778314,khajansingh5709,Chennai Mathematical Institute,2026-07-03 00:42:40+05:30
795,0.777757,rubikskube,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 17:28:05+05:30
796,0.777714,moira,"Indian Institute of Technology (IIT), Roorkee",2026-07-04 09:49:20+05:30
797,0.777686,kedarkanthakk2,"Xavier School of Management (XLRI), Delhi",2026-07-04 00:15:17+05:30
798,0.777671,smn.24,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 02:06:17+05:30
799,0.777657,prabalpandey2006,"Indian Institute of Management (IIM), Bangalore",2026-07-02 18:09:55+05:30
800,0.777629,Capital Catalysts,"Shailesh J. Mehta School of Management (SJMSOM), IIT Bombay",2026-07-02 02:12:53+05:30
801,0.777557,tegechek,"Birla Institute of Technology & Science, Pilani Campus",2026-07-03 22:44:06+05:30
802,0.777014,Jokars,"Indian Institute of Management (IIM), Calcutta",2026-07-02 18:21:31+05:30
803,0.7765,doctorabby111,"Delhi School of Economics (DSE), New Delhi",2026-07-03 06:50:48+05:30
804,0.776471,Axiom,"Shailesh J. Mehta School of Management (SJMSOM), IIT Bombay",2026-07-04 00:20:21+05:30
805,0.776286,BKB,"Indian Institute of Technology (IIT), Bombay",2026-07-01 19:32:02+05:30
806,0.776086,team zero,"Indian Institute of Management (IIM), Kozhikode",2026-07-03 12:44:47+05:30
807,0.775757,FinCoTech,"Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",2026-07-01 22:31:32+05:30
808,0.775686,AmExceed,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 20:55:54+05:30
809,0.774786,yashpatil.bajaj,"Indian Institute of Technology (IIT), Kharagpur",2026-07-04 20:41:48+05:30
810,0.774757,E100,"Indian Institute of Management (IIM), Mumbai",2026-07-04 18:59:01+05:30
811,0.774257,Strategy,"Indian Institute of Management (IIM), Ahmedabad",2026-07-02 11:55:20+05:30
812,0.774214,me24b090,"Indian Institute of Technology (IIT), Madras",2026-06-29 23:16:50+05:30
813,0.774071,Snack overflow,"Management Development Institute (MDI), Gurgaon",2026-07-04 17:12:51+05:30
814,0.7737,Samatva,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-04 02:05:08+05:30
815,0.772971,Capital Edge,"Shailesh J. Mehta School of Management (SJMSOM), IIT Bombay",2026-07-03 22:14:19+05:30
816,0.772929,The Technocrats,"Indian Institute of Foreign Trade (IIFT), New Delhi",2026-07-03 12:46:27+05:30
818,0.772257,Big Three,"Indian Institute of Management (IIM), Mumbai",2026-07-01 00:36:11+05:30
819,0.772143,millennium,"Birla Institute of Technology & Science, Pilani Campus",2026-07-03 14:57:49+05:30
820,0.772029,Phothots,"Indian Institute of Technology (IIT), Kharagpur",2026-07-03 16:52:04+05:30
821,0.770857,maxwell,"Delhi School of Economics (DSE), New Delhi",2026-07-02 11:44:08+05:30
822,0.770586,Best Card Wins,"Department of Management Studies (DMS), Indian Institute of Technology (IIT), Delhi",2026-07-02 23:10:20+05:30
823,0.7705,CardMasters,"SP Jain Institute of Management and Research (SPJIMR), Mumbai",2026-07-04 13:29:21+05:30
